ContractID,CreatorID,ProductionID,StartDate,EndDate,Payment,RoleContract
96,627,755,2004-06-24,2024-08-16,67859.52,Producer
97,118,361,2000-05-27,2027-10-16,50063.37,Co-Producer
98,515,236,2021-06-26,2023-06-30,63719.79,Director
99,380,318,2008-09-11,2025-10-05,55608.22,Main Actor
100,36,447,2011-11-04,2028-04-13,64243.01,Producer
101,336,718,2015-02-28,2027-12-30,73600.88,Actor
102,251,772,2000-03-12,2025-08-31,57718.83,Writer
103,451,312,1994-10-13,2026-10-27,77614.32,Actor
104,140,196,2002-11-13,2028-11-06,72396.22,Producer
105,80,661,2017-01-30,2029-01-26,38372.64,Main Actor
106,95,351,1993-10-17,2026-07-26,33632.53,Co-Producer
107,104,236,1992-05-06,2028-12-08,35222.51,Co-Producer
108,742,862,1998-11-18,2024-07-08,42186.34,Main Actor
109,87,614,1996-02-13,2027-11-08,31549.52,Writer
110,632,740,1998-07-08,2027-08-22,12701.27,Producer
111,646,642,2016-10-17,2026-07-06,48324.48,Main Actor
112,404,489,2009-07-13,2025-01-09,10728.95,Writer
113,784,101,2006-04-04,2025-09-29,71714.27,Actor
114,229,670,2007-12-31,2029-01-11,36848.11,Director
115,176,112,2001-09-22,2024-10-08,23820.9,Director
116,712,92,2007-08-05,2029-04-05,26564.77,Producer
117,35,143,2007-09-23,2028-09-30,70944.14,Co-Producer
118,443,216,2005-06-30,2024-11-17,58651.78,Co-Producer
119,632,399,1995-01-17,2025-11-08,21226.84,Main Actor
120,199,222,2012-06-02,2024-03-04,56905.78,Writer
121,463,288,2011-11-11,2023-10-19,23813.79,Co-Producer
122,852,273,2021-07-07,2023-09-02,35344.3,Producer
123,289,811,2006-09-06,2027-08-16,13528.08,Writer
124,825,765,2013-02-16,2027-11-09,62110.15,Director
125,77,43,1999-10-26,2026-09-25,34737.14,Actor
126,788,178,2015-09-06,2028-06-16,11664.19,Co-Producer
127,40,51,2002-11-23,2029-04-23,25783.15,Writer
128,101,753,1993-11-28,2029-01-17,77640.64,Writer
129,206,339,1992-09-21,2023-10-30,25128.1,Supervisor
130,491,32,2016-01-10,2027-09-18,41775.06,Main Actor
131,105,144,2007-10-18,2022-12-29,65470.63,Supervisor
132,239,227,1999-08-27,2029-03-23,46666.83,Actor
133,477,726,2003-12-02,2024-03-25,74869.84,Supervisor
134,428,54,2011-02-16,2027-03-19,43100.5,Writer
135,470,73,2021-01-08,2028-08-25,27491.83,Writer
136,204,728,1995-10-01,2022-11-13,34488.49,Main Actor
137,72,452,2005-09-21,2024-12-14,31020.22,Director
138,496,713,2008-01-15,2022-07-22,18868.57,Co-Producer
139,512,571,2006-09-30,2028-08-29,49034.36,Writer
140,482,647,2013-09-21,2023-09-18,75022.7,Co-Producer
141,74,352,1998-08-21,2024-02-04,45987.68,Director
142,588,404,1990-10-13,2024-10-29,64078.65,Producer
143,239,493,2006-12-11,2025-11-14,34719.61,Actor
144,1,664,1992-10-11,2025-05-05,18946.81,Writer
145,356,683,2018-05-18,2026-05-23,28033.64,Writer
146,868,379,1991-06-20,2026-12-14,52753.48,Writer
147,817,654,2014-09-15,2022-07-23,11308.16,Co-Producer
148,709,346,2001-03-09,2022-07-19,26657.48,Writer
149,782,743,2011-08-10,2027-08-13,26195.11,Main Actor
150,372,398,1996-11-28,2028-01-19,76095.93,Co-Producer
151,842,111,2009-05-29,2022-09-21,72780.64,Producer
152,480,67,2006-02-03,2027-07-25,12332.19,Co-Producer
153,797,848,1997-05-20,2027-10-15,23088.18,Main Actor
154,812,164,2018-06-03,2028-11-07,75663.25,Main Actor
155,578,727,2005-12-13,2028-08-21,33862.12,Actor
156,734,239,1997-11-12,2028-12-04,69060.89,Co-Producer
157,742,169,1993-11-14,2023-07-14,46699.47,Producer
158,238,262,2004-06-19,2023-12-31,33198.47,Main Actor
159,644,357,2004-06-08,2026-10-12,30886.47,Director
160,163,261,2014-08-31,2022-08-10,32131.36,Co-Producer
161,552,860,1994-05-18,2022-11-18,75959.96,Producer
162,618,225,1993-10-22,2024-01-04,34360.29,Main Actor
163,656,283,1996-09-03,2022-06-06,48907.78,Writer
164,124,417,2018-01-29,2022-05-16,14767.88,Main Actor
165,167,702,2001-10-20,2025-12-15,76641.42,Actor
166,117,535,1994-08-28,2022-07-02,54200.68,Writer
167,292,684,2000-03-25,2024-04-26,44816.81,Supervisor
168,851,593,2000-09-11,2029-02-17,61666.23,Director
169,350,697,2002-10-06,2024-10-09,67292.47,Producer
170,133,171,1995-08-12,2023-06-03,43804.33,Producer
171,520,580,2004-09-29,2024-03-14,55185.65,Actor
172,152,710,2007-06-14,2027-04-30,49603.29,Supervisor
173,450,818,1990-11-03,2025-02-13,20243.92,Co-Producer
174,586,602,1993-05-28,2025-06-12,61599.56,Actor
175,98,120,2011-05-19,2027-08-05,14970.37,Writer
176,136,431,2019-03-01,2029-03-21,55085.03,Main Actor
177,427,150,2002-07-03,2024-12-03,44595.9,Co-Producer
178,46,610,2005-07-01,2022-06-13,46844.69,Supervisor
179,803,543,2021-09-09,2026-05-04,43264.42,Co-Producer
180,211,295,1994-09-25,2029-01-18,57599.65,Co-Producer
181,427,666,1993-04-08,2024-04-25,50485.14,Main Actor
182,565,558,1993-07-28,2025-06-19,39095.1,Director
183,148,86,2020-04-04,2026-12-14,74365.56,Main Actor
184,800,169,1998-01-15,2024-05-21,54742.59,Main Actor
185,646,579,1995-05-24,2022-04-28,18631.38,Producer
186,485,280,2022-03-17,2027-04-01,19904.52,Co-Producer
187,637,609,2000-12-27,2023-10-04,50995.62,Producer
188,596,755,1996-02-06,2025-09-03,69528.52,Writer
189,157,456,1999-12-13,2024-11-15,77462.29,Actor
190,381,370,2013-05-03,2022-07-31,21693.59,Supervisor
191,389,439,1990-07-19,2027-07-18,65045.21,Writer
192,363,227,1992-02-29,2025-03-22,70162.05,Writer
193,235,643,2011-11-24,2029-04-16,14019.46,Producer
194,7,2,2019-10-13,2023-09-27,42130.48,Co-Producer
195,889,49,2001-04-30,2025-03-17,47065.25,Director
196,66,479,2001-08-31,2028-03-24,31754.51,Writer
197,117,543,2004-04-28,2023-03-06,66318.18,Main Actor
198,594,693,1994-06-13,2028-10-09,57737.77,Writer
199,537,24,2018-08-24,2024-02-21,35755.83,Supervisor
200,812,806,1992-08-21,2028-03-11,57971.11,Main Actor
201,701,479,1999-05-12,2023-05-20,28934.84,Co-Producer
202,590,107,2001-01-16,2026-07-29,39309.72,Director
203,3,800,2013-04-24,2024-04-21,10422.99,Writer
204,467,206,2011-01-29,2029-03-20,36690.61,Writer
205,559,111,2012-11-09,2023-07-31,10510.02,Main Actor
206,585,373,1995-10-19,2022-11-24,77944.12,Co-Producer
207,809,665,1999-08-20,2028-01-03,26893.95,Producer
208,398,39,2008-12-22,2022-08-24,23553.34,Co-Producer
209,160,282,2011-10-10,2026-11-26,19255.16,Supervisor
210,783,245,2002-10-28,2027-11-09,34321.07,Writer
211,803,851,1992-05-15,2026-06-25,72958.7,Actor
212,139,855,2013-08-03,2028-02-14,59403.76,Writer
213,109,674,2010-05-17,2024-02-04,22428.42,Producer
214,715,568,1995-11-21,2028-10-04,35896.37,Producer
215,511,821,2020-01-01,2025-09-23,44121.94,Supervisor
216,787,486,2001-05-10,2026-04-02,78948.82,Writer
217,9,115,1993-07-27,2022-12-28,41209.33,Director
218,826,340,1996-07-21,2027-06-06,17142.23,Director
219,237,82,2020-12-30,2027-10-23,56258.45,Supervisor
220,662,139,2014-01-12,2025-11-05,25566.94,Supervisor
221,64,207,1999-07-22,2024-07-18,27628.08,Writer
222,176,32,1992-08-25,2029-02-26,52062.93,Producer
223,227,322,1993-01-26,2027-01-31,72370.77,Actor
224,163,885,2002-01-20,2029-02-18,64612.45,Writer
225,480,289,2003-09-16,2025-01-31,62021.05,Writer
226,447,355,2012-07-03,2026-09-23,19690.45,Writer
227,182,541,2005-03-23,2023-01-01,30423.93,Writer
228,651,688,2003-12-28,2025-01-25,54220.48,Actor
229,119,176,2000-02-12,2024-04-14,12349.63,Supervisor
230,130,674,1998-02-20,2029-04-11,55292.46,Co-Producer
231,333,275,2012-06-09,2028-09-02,66082.62,Co-Producer
232,433,588,2019-01-10,2024-07-14,22008.91,Co-Producer
233,310,469,2007-04-25,2026-07-27,24030.95,Supervisor
234,814,898,2020-09-10,2027-08-20,16614.45,Actor
235,22,558,2010-06-15,2022-10-23,63844.98,Co-Producer
236,125,452,2007-08-06,2025-09-12,69240.31,Director
237,713,757,2003-02-28,2024-06-19,27248.05,Supervisor
238,784,366,2018-03-11,2022-07-16,12552.77,Producer
239,874,665,2000-06-08,2025-12-02,15328.93,Main Actor
240,685,174,2013-03-27,2024-03-20,30909.14,Supervisor
241,130,693,2004-01-08,2024-01-10,23534.96,Actor
242,207,372,2017-10-30,2022-10-30,42397.54,Main Actor
243,371,562,1994-02-11,2026-07-18,24369.91,Actor
244,101,677,2021-08-05,2029-02-26,32395.9,Supervisor
245,578,471,1995-04-10,2023-07-21,57776.34,Director
246,518,743,2015-05-28,2022-05-19,42530.12,Main Actor
247,504,94,1990-07-07,2029-01-15,31674.96,Actor
248,848,305,2021-06-18,2025-11-10,42993.42,Main Actor
249,501,890,2020-01-13,2026-04-30,25478.3,Producer
250,453,255,2012-05-22,2026-02-12,68787.06,Producer
251,45,800,2020-04-02,2025-08-08,78162.01,Co-Producer
252,582,186,2002-07-10,2026-03-26,21353.34,Actor
253,706,704,2007-04-19,2028-09-15,77227.69,Actor
254,212,180,1999-05-24,2024-09-20,19735.08,Supervisor
255,540,697,1991-04-07,2026-08-12,45304.75,Co-Producer
256,674,791,2005-07-05,2023-03-09,49570.88,Writer
257,539,209,2020-08-10,2025-06-30,19166.18,Main Actor
258,790,687,2004-12-01,2028-10-10,43171.32,Director
259,227,679,1998-07-07,2028-07-05,11089.87,Main Actor
260,3,895,2014-06-01,2028-11-20,15457.27,Co-Producer
261,276,471,1999-08-19,2025-05-20,61448.11,Director
262,693,30,1995-10-28,2022-08-10,17863.97,Supervisor
263,675,569,2018-07-29,2028-03-27,31542.7,Producer
264,228,728,2013-10-09,2027-07-11,58918.08,Supervisor
265,509,887,1991-07-30,2025-05-28,47690.03,Producer
266,743,122,2011-04-12,2026-11-03,65716.76,Main Actor
267,637,258,2013-03-16,2028-02-04,72932.76,Co-Producer
268,267,259,1996-05-10,2025-03-20,11163.99,Supervisor
269,508,638,2018-06-19,2027-02-12,62149.47,Main Actor
270,628,37,2015-03-24,2023-01-12,10075.88,Producer
271,445,768,2008-04-22,2025-01-08,56069.37,Main Actor
272,398,327,2004-05-10,2028-10-05,25592.69,Main Actor
273,787,42,2009-01-11,2028-02-24,75592.92,Writer
274,877,564,2015-01-16,2026-10-26,18397.02,Co-Producer
275,269,639,1999-12-26,2026-04-13,36828.41,Director
276,106,476,1990-05-08,2027-04-09,33661.39,Actor
277,843,49,2021-11-18,2025-12-24,11513.17,Director
278,353,31,2013-11-16,2028-10-03,14150.26,Producer
279,176,100,2021-10-18,2026-05-01,25118.93,Writer
280,783,501,1998-06-05,2027-05-02,74361.29,Main Actor
281,148,680,2012-10-24,2026-04-19,26497.86,Main Actor
282,285,538,1998-11-25,2022-05-23,51265.09,Co-Producer
283,651,216,2013-11-25,2025-12-08,29594.34,Main Actor
284,163,537,2018-11-07,2028-07-12,77778.36,Main Actor
285,634,636,2001-09-05,2025-10-23,11320.33,Writer
286,424,427,2020-11-06,2027-09-26,55107.66,Main Actor
287,673,159,2008-12-12,2027-04-16,15311.22,Actor
288,876,398,1999-02-25,2027-02-15,65058.26,Producer
289,75,702,2018-05-31,2023-04-23,10484.31,Co-Producer
290,74,565,1994-03-10,2024-04-07,57483.55,Main Actor
291,427,438,1998-12-24,2029-02-25,42424.1,Co-Producer
292,58,38,2001-06-17,2027-03-13,45980.02,Co-Producer
293,306,680,2004-01-02,2023-02-25,64023.5,Actor
294,768,11,2001-08-18,2025-02-27,78360.39,Producer
295,410,126,1993-10-21,2024-09-21,25695.24,Supervisor
296,187,839,2010-08-12,2025-06-23,55918.97,Main Actor
297,805,700,1991-01-26,2024-04-16,19104.64,Producer
298,365,456,1997-08-01,2025-10-15,65875.07,Supervisor
299,629,491,1994-10-13,2028-03-02,55366.15,Actor
300,842,74,2003-08-26,2029-03-29,16881.7,Supervisor
301,135,359,2004-09-14,2028-01-21,61141.54,Producer
302,16,422,2000-04-01,2028-02-01,27422.83,Actor
303,258,660,2015-05-09,2026-10-20,22634.07,Director
304,363,153,1999-12-24,2027-05-05,15836.31,Main Actor
305,291,296,2019-02-10,2024-05-13,24128.59,Main Actor
306,89,807,2015-04-03,2023-08-20,71630.54,Director
307,757,470,2018-06-14,2029-04-07,41557.04,Writer
308,608,443,1990-08-24,2028-03-05,32509.12,Director
309,721,53,1996-03-16,2025-06-24,37574.65,Writer
310,286,13,2021-08-12,2026-02-24,70915.16,Supervisor
311,625,30,1995-07-18,2025-10-21,77304.09,Main Actor
312,637,892,2006-02-26,2025-01-08,33322.76,Writer
313,43,674,2017-12-25,2024-05-29,52195.9,Producer
314,680,558,2015-06-01,2028-12-31,53417.16,Director
315,786,576,1995-03-02,2025-01-03,76049.82,Writer
316,53,614,2019-02-27,2026-04-18,65179.39,Main Actor
317,426,393,2000-11-11,2023-03-11,15443.28,Actor
318,418,208,2019-11-24,2026-06-10,22440.02,Producer
319,564,897,1991-04-28,2028-11-06,52212.98,Main Actor
320,17,497,2014-06-24,2023-10-19,49159.31,Writer
321,863,222,2003-08-31,2028-07-31,16833.79,Co-Producer
322,898,867,1991-06-29,2025-04-19,47132.57,Writer
323,394,47,2001-05-10,2025-04-06,14295.57,Co-Producer
324,874,615,2005-08-22,2025-01-05,23342.35,Actor
325,827,53,2001-08-14,2028-06-24,22147.99,Supervisor
326,658,846,1993-07-08,2027-09-12,20931.61,Director
327,411,237,2000-03-03,2023-03-29,62445.86,Director
328,502,391,2000-11-02,2027-11-14,51759.41,Main Actor
329,736,443,2009-12-06,2024-01-21,39254.32,Supervisor
330,846,638,1993-05-15,2022-07-08,27975.52,Supervisor
331,505,665,2003-05-20,2026-03-24,59744.04,Actor
332,805,673,2019-09-03,2023-05-24,74740.09,Writer
333,10,37,1998-05-08,2024-05-30,10528.19,Supervisor
334,439,343,2016-10-12,2024-02-02,51409.66,Main Actor
335,468,482,1993-06-03,2029-02-05,13737.49,Co-Producer
336,588,589,2020-12-16,2025-01-23,56027.41,Director
337,17,569,2005-04-09,2026-10-22,17552.22,Supervisor
338,329,133,1996-02-11,2025-10-01,45881.36,Director
339,240,702,2004-05-13,2026-10-14,33170.78,Actor
340,812,516,2006-08-23,2026-09-24,42599.62,Producer
341,38,358,2000-06-15,2028-03-14,28801.89,Director
342,854,765,2003-11-01,2028-07-20,55420.42,Actor
343,314,609,2018-07-12,2026-02-18,32425.05,Supervisor
344,752,896,1995-05-18,2023-01-26,27919.28,Director
345,161,595,1992-05-31,2022-12-08,74742.17,Actor
346,282,647,1991-09-15,2025-11-21,17068.95,Producer
347,299,114,1995-07-22,2022-07-19,29016.38,Director
348,335,660,1996-03-08,2028-09-01,60504.94,Producer
349,263,154,2005-04-09,2024-08-11,71759.68,Co-Producer
350,206,238,1999-07-08,2025-05-27,62498.83,Co-Producer
351,670,457,2004-01-29,2028-11-06,52520.18,Actor
352,743,800,1990-12-11,2022-12-12,76370.47,Producer
353,28,174,1996-07-09,2025-12-10,42192.57,Co-Producer
354,458,586,1992-09-04,2023-04-05,41497.1,Main Actor
355,572,493,2012-12-30,2023-01-27,11994.88,Director
356,448,749,2002-10-17,2027-07-14,29009.22,Writer
357,847,696,2004-04-16,2028-04-07,11268.15,Director
358,805,421,1992-11-30,2025-01-03,51820.23,Producer
359,15,630,2010-10-02,2025-07-13,33462.69,Actor
360,654,404,2011-02-02,2023-08-30,11679.64,Main Actor
361,871,107,2013-10-26,2022-10-20,34510.54,Director
362,835,392,2012-07-29,2029-01-19,70379.23,Supervisor
363,297,688,1992-02-12,2026-12-26,33078.83,Director
364,541,860,1993-08-08,2025-10-14,50118.84,Main Actor
365,315,380,2014-11-02,2027-06-18,29351.41,Actor
366,873,432,2001-05-15,2023-10-09,35309.15,Co-Producer
367,632,552,1998-01-31,2027-05-03,21921.25,Actor
368,226,605,2001-08-29,2028-04-15,45526.92,Producer
369,797,359,1993-10-10,2028-08-02,25039.52,Producer
370,236,374,1993-12-08,2023-12-12,32030.15,Director
371,831,280,2014-12-11,2025-02-23,36549.75,Producer
372,604,359,2000-10-20,2025-09-23,56047.73,Supervisor
373,556,281,2017-12-01,2026-12-26,36879.5,Producer
374,206,542,2003-05-18,2025-03-21,47893.74,Actor
375,607,218,1996-04-30,2027-12-14,13397.74,Co-Producer
376,43,185,2005-11-30,2025-05-02,50790.32,Main Actor
377,426,169,2005-04-07,2026-10-17,41205.82,Producer
378,471,205,2000-08-22,2028-10-28,52552.46,Producer
379,285,823,2013-01-06,2026-06-12,56535.88,Main Actor
380,43,4,2011-11-09,2026-01-22,24398.57,Producer
381,671,343,2010-10-20,2023-09-17,10328.67,Director
382,581,763,2016-07-29,2025-08-17,40804.13,Actor
383,574,441,2004-01-22,2025-03-18,47675.71,Co-Producer
384,382,415,2014-12-18,2028-09-21,77580.44,Actor
385,515,288,1998-03-15,2022-12-07,23696.24,Main Actor
386,729,411,1996-12-09,2025-09-19,23480.92,Producer
387,523,290,2018-03-05,2028-08-17,61363.92,Co-Producer
388,119,840,2015-08-02,2024-02-19,53596.85,Director
389,341,19,1994-02-16,2028-11-01,15839.22,Director
390,167,781,1995-06-08,2023-10-29,32553.61,Director
391,1,681,1996-02-23,2025-10-12,31997.07,Co-Producer
392,603,453,2020-08-02,2022-09-02,78417.02,Writer
393,646,111,1998-08-29,2029-02-24,37186.7,Producer
394,752,493,2000-06-26,2026-08-16,46979.73,Co-Producer
395,227,56,2008-05-06,2023-06-24,18182.53,Main Actor
396,186,857,2009-12-21,2026-03-30,56395.37,Writer
397,634,750,2006-03-13,2024-07-28,50275.69,Main Actor
398,318,81,1991-11-29,2027-12-18,41632.23,Supervisor
399,675,897,2009-05-17,2027-07-17,20412.8,Director
400,48,683,2020-12-17,2023-08-22,75128.44,Director
401,571,23,2012-05-10,2028-12-02,73267.56,Director
402,366,74,2010-10-23,2025-02-26,24415.04,Main Actor
403,456,74,1999-12-03,2027-10-01,11309.01,Producer
404,649,871,2004-07-17,2026-07-23,43530.96,Co-Producer
405,319,586,2013-05-29,2029-04-22,35306.6,Director
406,459,640,2012-10-14,2026-06-01,53474.48,Producer
407,458,141,2014-10-23,2023-02-04,72929.49,Supervisor
408,119,766,2003-08-17,2028-01-14,37704.4,Co-Producer
409,264,125,2010-06-22,2026-05-20,29845.33,Director
410,689,8,2017-03-12,2027-05-18,41812.52,Director
411,874,542,2012-03-16,2022-06-11,57568.94,Director
412,766,803,1991-10-21,2022-08-31,78793.66,Producer
413,387,340,1997-10-18,2023-12-24,61963.88,Actor
414,491,618,2007-05-17,2023-10-17,71573.01,Director
415,738,353,2020-05-11,2027-11-30,41163.99,Director
416,720,436,2015-04-04,2027-02-17,53084.71,Actor
417,832,1,2017-08-14,2028-05-18,34346.69,Actor
418,668,412,1991-01-09,2025-01-20,33621.38,Writer
419,886,273,1992-07-07,2023-06-18,77232.0,Actor
420,368,370,2008-12-19,2028-05-14,64236.11,Writer
421,222,801,2004-05-26,2026-02-27,62430.05,Actor
422,189,30,2008-10-07,2027-06-05,49571.23,Co-Producer
423,815,461,1991-03-25,2028-07-21,13084.39,Supervisor
424,665,203,1995-04-06,2022-10-31,78228.8,Supervisor
425,667,376,2014-04-07,2022-04-25,24005.58,Director
426,395,375,2012-09-18,2028-06-21,39319.51,Actor
427,865,570,2017-08-12,2026-08-25,66242.83,Writer
428,498,13,1995-06-22,2022-10-11,22068.82,Producer
429,698,897,1999-04-11,2022-05-17,40362.7,Supervisor
430,806,666,2007-02-21,2025-08-28,68158.12,Producer
431,282,9,2008-11-06,2026-03-24,25700.18,Co-Producer
432,817,271,1997-10-29,2025-10-14,56723.65,Producer
433,525,347,2014-03-02,2027-08-26,73797.87,Actor
434,824,178,2010-01-21,2027-08-30,35292.54,Director
435,650,444,2008-12-05,2023-05-13,47410.92,Actor
436,92,56,1990-05-22,2027-03-01,64904.61,Writer
437,319,51,2017-01-23,2023-01-19,12362.99,Actor
438,456,372,1996-04-18,2026-02-06,56439.74,Co-Producer
439,164,737,2012-04-10,2026-11-18,34185.4,Actor
440,474,406,2016-05-01,2023-11-25,64378.62,Producer
441,360,386,2012-07-14,2023-06-20,38171.59,Director
442,310,13,2004-01-07,2028-12-14,32696.37,Main Actor
443,373,337,2002-02-19,2023-11-26,51856.25,Co-Producer
444,224,440,1993-11-16,2027-06-12,21794.9,Co-Producer
445,824,35,2009-07-28,2027-09-16,24287.4,Main Actor
446,804,231,1994-08-23,2028-09-10,52206.36,Director
447,324,126,2017-01-21,2028-06-23,25602.55,Actor
448,747,149,1996-12-22,2025-12-26,54531.99,Director
449,468,298,2007-04-13,2022-06-26,21648.05,Main Actor
450,862,687,2002-09-19,2024-03-16,15808.48,Main Actor
451,441,817,2007-11-19,2028-01-30,59680.38,Director
452,106,48,2021-10-13,2027-09-11,53227.36,Producer
453,34,670,2004-05-23,2028-03-16,71335.22,Main Actor
454,300,244,2021-07-25,2027-10-21,15822.86,Producer
455,320,478,2004-02-18,2027-02-09,66655.73,Producer
456,494,339,2004-02-13,2027-06-19,27310.13,Actor
457,673,206,1995-01-21,2025-04-22,68019.42,Actor
458,384,161,2004-12-24,2024-01-26,75393.23,Actor
459,142,849,2001-09-15,2026-03-11,77941.04,Producer
460,107,225,2009-11-15,2027-10-18,77434.21,Writer
461,22,417,2008-11-21,2025-03-14,58936.6,Main Actor
462,21,472,2002-10-11,2025-07-20,61066.29,Producer
463,132,850,2021-05-29,2024-09-24,26093.77,Actor
464,458,831,1991-07-05,2028-08-12,56514.38,Supervisor
465,569,839,2007-07-25,2024-09-27,19447.35,Co-Producer
466,67,707,1993-07-24,2027-02-19,64486.23,Writer
