ContractID,CreatorID,ProductionID,StartDate,EndDate,Payment,RoleContract
132,543,578,2002-03-05,2022-07-18,54421.34,Supervisor
133,529,183,2004-05-04,2023-05-03,39762.82,Writer
134,350,561,1994-10-19,2025-09-03,10857.21,Director
135,282,511,2003-06-08,2028-02-08,61777.05,Producer
136,50,113,1992-06-03,2028-09-14,51591.43,Director
137,655,658,2016-05-22,2026-03-21,62561.96,Supervisor
138,291,406,1991-08-17,2028-12-11,26885.9,Writer
139,490,181,1996-10-19,2026-03-03,22270.2,Main
140,34,347,1992-12-08,2025-06-05,40003.78,Producer
141,710,522,1991-05-19,2028-07-16,41127.16,Co-Producer
142,304,50,2010-12-29,2028-12-05,73621.76,Producer
143,745,6,2009-10-24,2028-10-19,39168.91,Producer
144,165,359,2021-02-22,2024-08-17,22073.61,Main
145,234,539,1994-09-29,2022-12-09,63342.23,Supervisor
146,353,12,1997-01-27,2028-07-08,18675.09,Actor
147,137,80,2004-12-05,2027-05-18,30115.05,Co-Producer
148,717,443,1994-09-09,2023-11-08,68735.59,Actor
149,724,761,1990-11-10,2023-10-06,52766.53,Main
150,139,714,2021-12-04,2026-09-30,10765.56,Producer
151,14,629,2016-04-21,2023-11-28,31804.65,Director
152,75,276,2021-06-29,2026-11-07,46987.36,Co-Producer
153,388,198,2007-04-05,2029-02-28,63780.9,Co-Producer
154,258,256,2018-04-15,2024-04-17,24019.81,Actor
155,275,128,2015-12-02,2025-06-17,17248.03,Director
156,662,334,1996-11-18,2023-04-22,19450.89,Writer
157,496,9,2021-02-25,2027-03-21,35954.57,Producer
158,672,32,1994-06-28,2024-12-01,76647.77,Supervisor
159,87,142,2015-05-04,2024-10-13,43188.97,Writer
160,344,244,1995-03-15,2027-02-18,28105.77,Actor
161,636,296,2019-08-02,2029-03-23,51525.84,Director
162,781,761,2016-02-26,2028-08-02,23074.75,Director
163,770,727,2003-10-03,2028-03-15,58155.31,Director
164,539,520,2020-07-10,2025-08-17,12583.68,Main
165,45,607,1998-11-26,2026-03-15,65796.39,Supervisor
166,657,213,1998-10-03,2026-03-13,66267.54,Co-Producer
167,304,408,2021-03-07,2028-08-07,66501.64,Actor
168,181,211,2009-09-26,2026-01-27,27717.31,Writer
169,306,581,1995-05-17,2028-10-14,67816.29,Supervisor
170,437,7,2009-09-20,2025-09-21,55133.4,Director
171,384,652,1999-12-13,2027-08-02,72298.68,Actor
172,268,219,2006-09-02,2022-08-31,49599.35,Writer
173,745,729,2002-07-31,2029-02-15,74169.58,Producer
174,780,679,1991-09-06,2027-10-08,18445.9,Co-Producer
175,711,628,2002-07-12,2028-09-26,46431.72,Producer
176,320,245,2002-05-06,2028-03-22,41294.3,Producer
177,469,785,2005-04-28,2027-02-09,55315.01,Main
178,544,268,2006-12-31,2025-06-28,51221.57,Supervisor
179,79,10,1998-09-20,2028-11-04,11196.6,Director
180,242,631,1995-03-26,2024-08-30,57569.6,Director
181,654,712,2004-04-12,2026-01-24,63477.18,Co-Producer
182,408,700,1992-08-18,2029-02-13,61961.56,Co-Producer
183,690,596,2004-04-23,2023-02-19,50921.46,Main
184,331,493,2014-08-17,2027-02-28,44546.54,Producer
185,306,677,2005-07-10,2026-02-26,66213.29,Producer
186,786,372,2001-09-17,2025-06-12,60050.97,Supervisor
187,689,234,2009-11-06,2023-06-07,10535.61,Writer
188,484,287,1991-02-18,2024-12-10,52060.5,Main
189,241,379,2005-02-13,2026-06-16,67781.84,Main
190,232,260,2005-04-29,2024-01-25,51189.62,Actor
191,607,390,2020-11-28,2027-12-10,15113.65,Director
192,346,662,2021-01-26,2022-09-03,24753.83,Actor
193,786,139,1997-01-20,2027-09-24,34600.04,Director
194,348,189,2015-11-30,2027-01-20,19215.61,Director
195,514,166,2000-05-07,2026-10-29,62942.1,Writer
196,567,747,2017-02-19,2026-09-23,48790.97,Main
197,355,700,2002-01-17,2022-05-06,16402.07,Co-Producer
198,135,241,1990-05-06,2026-06-10,74369.47,Supervisor
199,748,644,2002-08-02,2027-06-18,13925.63,Writer
200,24,170,1993-05-24,2024-03-30,59056.05,Main
201,678,617,2007-01-26,2027-10-23,24600.38,Producer
202,156,10,2019-08-07,2022-12-28,48411.25,Main
203,649,395,2009-06-03,2028-10-24,12751.87,Actor
204,777,99,2020-05-31,2026-05-12,41568.95,Actor
205,767,78,1997-11-10,2029-03-16,22226.24,Producer
206,787,47,2007-10-28,2027-03-15,50479.86,Actor
207,756,686,2009-02-07,2028-07-10,16238.79,Co-Producer
208,712,511,2012-12-29,2025-12-28,18358.14,Co-Producer
209,47,95,1998-05-27,2023-08-21,22241.42,Producer
210,276,261,1998-01-19,2027-01-27,44622.92,Supervisor
211,621,251,2015-07-07,2025-12-02,60695.37,Co-Producer
212,13,33,2009-03-08,2027-10-01,51736.25,Actor
213,715,743,2002-05-25,2025-04-10,22336.22,Supervisor
214,750,328,1998-06-18,2023-10-03,55683.73,Actor
215,744,442,2006-02-08,2027-06-05,69344.91,Main
216,636,314,2003-04-02,2026-08-26,38060.26,Supervisor
217,640,795,2004-03-30,2027-10-05,42157.73,Director
218,28,218,1998-09-11,2024-05-24,65709.44,Actor
219,111,387,2004-06-20,2024-03-19,23484.55,Actor
220,591,423,2019-12-08,2023-03-15,10506.58,Director
221,22,796,1995-11-26,2024-04-09,20866.33,Actor
222,164,693,2016-05-01,2027-11-11,12557.73,Main
223,708,796,2007-07-21,2028-12-20,28277.21,Co-Producer
224,733,68,2006-05-03,2027-12-04,53099.29,Director
225,466,557,2019-06-11,2026-12-04,70232.76,Main
226,249,766,2003-10-30,2025-10-02,73043.16,Actor
227,387,417,2000-02-05,2028-10-29,68377.01,Writer
228,438,539,2013-10-24,2022-10-20,73876.99,Producer
229,301,714,2014-01-28,2026-07-19,41165.41,Actor
230,640,366,2014-11-24,2027-07-21,68506.25,Director
231,434,696,2003-12-03,2022-11-19,34776.43,Director
232,442,534,2001-02-13,2025-10-13,18572.04,Actor
233,347,442,1993-02-18,2026-06-26,67072.59,Actor
234,653,621,2014-11-26,2028-03-16,72198.14,Director
235,86,42,1990-05-30,2027-06-09,11997.73,Director
236,187,516,2002-10-04,2027-05-05,60235.78,Main
237,398,161,2015-05-13,2024-05-13,30013.09,Producer
238,149,628,2020-07-15,2027-04-22,11677.91,Director
239,538,490,2000-05-31,2024-02-26,76153.57,Co-Producer
240,569,424,1994-06-22,2025-10-21,31398.66,Writer
241,140,479,1998-02-18,2027-04-14,54139.39,Director
242,469,43,2017-12-20,2023-08-28,62111.0,Supervisor
243,237,704,2006-08-03,2025-02-28,53054.44,Writer
244,727,646,2021-08-24,2028-08-06,56461.38,Supervisor
245,72,105,2004-06-23,2028-02-27,75537.2,Co-Producer
246,185,796,2003-08-26,2022-05-05,20980.69,Main
247,784,347,2014-02-14,2026-12-26,64060.0,Main
248,292,413,2006-09-12,2024-10-12,53717.89,Producer
249,693,698,2017-05-05,2027-04-06,15407.4,Supervisor
250,194,401,2014-10-28,2025-06-21,12501.6,Director
251,706,744,2021-10-07,2026-04-20,60360.3,Supervisor
252,99,6,2011-06-17,2023-11-24,20516.8,Writer
253,607,555,1999-12-28,2027-05-28,60720.08,Writer
254,155,25,2012-11-15,2028-12-19,25633.29,Main
255,166,286,1994-08-01,2022-07-22,46946.22,Producer
256,192,407,2015-09-05,2028-09-23,23008.47,Producer
257,622,60,1995-05-06,2025-06-19,33173.99,Co-Producer
258,314,682,2017-07-10,2028-09-04,14696.37,Actor
259,593,429,2002-06-12,2025-12-26,76605.83,Supervisor
260,736,664,1996-09-30,2023-01-03,61893.97,Main
261,736,409,2014-04-11,2023-09-04,60215.49,Supervisor
262,64,367,2012-01-18,2029-01-06,18820.34,Supervisor
263,788,312,1998-05-31,2027-10-20,19004.19,Supervisor
264,587,675,1996-05-18,2023-08-28,73374.25,Co-Producer
265,534,658,2005-12-05,2025-07-29,12768.25,Producer
266,743,790,2006-07-26,2026-06-24,59319.56,Co-Producer
267,783,539,2002-05-08,2025-08-05,40652.2,Co-Producer
268,411,333,2003-03-12,2022-08-21,23056.15,Director
269,231,400,2011-04-17,2028-07-23,73999.32,Producer
270,274,174,2015-02-18,2023-04-19,31612.1,Director
271,430,104,2001-10-04,2025-09-07,29774.29,Co-Producer
272,653,329,2018-05-01,2028-09-04,66127.51,Co-Producer
273,476,122,2007-07-17,2024-10-28,40610.85,Writer
274,95,137,2009-06-21,2026-06-15,29046.0,Actor
275,474,39,2018-10-03,2025-08-08,21070.36,Director
276,417,222,1998-12-11,2023-02-06,77435.21,Co-Producer
277,758,785,2008-05-13,2026-04-02,60987.24,Director
278,238,47,2012-09-13,2027-09-28,61278.43,Actor
279,394,773,2014-09-04,2025-11-14,66255.25,Actor
280,402,665,1991-05-07,2022-05-26,32729.29,Main
281,89,646,2000-12-06,2025-04-27,66499.56,Producer
282,428,74,2012-01-26,2023-05-15,43007.61,Actor
283,775,233,2013-06-16,2023-09-05,59662.95,Supervisor
284,748,294,1993-10-01,2028-10-09,52840.49,Actor
285,354,21,2006-08-30,2028-10-13,53543.1,Writer
286,402,386,2001-03-09,2025-05-29,53578.39,Producer
287,575,675,2006-07-13,2025-06-21,78414.94,Supervisor
288,722,240,2007-05-03,2026-09-14,57679.94,Supervisor
289,263,608,2018-12-26,2023-10-04,54247.32,Producer
290,43,98,2020-10-04,2024-03-08,44753.19,Co-Producer
291,499,598,1991-05-01,2024-09-30,38058.04,Producer
292,529,574,2012-12-17,2024-03-17,60998.4,Co-Producer
293,755,331,1994-09-05,2025-09-28,20873.92,Producer
294,423,88,1998-12-23,2026-12-31,35573.94,Producer
295,196,107,2017-03-15,2028-06-09,36710.62,Main
296,644,43,1996-03-20,2026-05-14,10271.2,Producer
297,734,87,2017-08-24,2025-06-11,18846.21,Supervisor
298,605,694,2017-04-17,2027-09-13,26981.72,Writer
299,416,59,2009-07-29,2027-02-11,20611.31,Main
300,793,210,1993-08-06,2027-08-18,41990.92,Producer
301,216,589,2011-08-31,2024-02-17,27173.51,Supervisor
302,745,232,1999-07-08,2023-12-26,39196.86,Co-Producer
303,700,748,2018-12-14,2022-07-09,63928.13,Director
304,479,512,1994-12-10,2029-04-18,43735.74,Actor
305,49,277,2013-04-09,2026-07-12,75272.3,Supervisor
306,767,632,2001-09-30,2025-01-26,43221.47,Writer
307,543,556,2009-04-16,2024-06-10,42574.72,Writer
308,787,64,2004-11-11,2027-02-04,31411.21,Actor
309,523,566,1994-06-13,2024-04-30,66926.29,Supervisor
310,422,241,2010-07-06,2023-02-12,48132.47,Writer
311,171,800,2011-08-18,2025-11-07,69459.65,Producer
312,637,631,2010-12-16,2028-06-25,52506.92,Actor
313,92,676,1995-04-29,2023-11-11,60384.02,Main
314,455,178,1997-02-01,2024-01-17,32431.95,Supervisor
315,417,61,2021-02-16,2024-04-18,69033.89,Writer
316,731,499,2006-06-23,2023-03-05,59826.91,Actor
317,220,302,2003-09-09,2027-06-14,45583.95,Producer
318,291,152,2005-05-11,2028-10-24,49711.34,Writer
319,404,224,1990-12-23,2024-02-29,71209.86,Actor
320,302,478,2011-01-22,2025-07-09,29941.04,Director
321,263,386,1994-12-09,2024-06-15,42130.06,Director
322,381,51,1996-04-21,2026-01-14,31707.32,Director
323,156,750,2011-02-06,2024-08-03,64657.94,Main
324,346,593,1996-08-19,2027-08-03,20463.87,Main
325,650,178,2005-06-11,2029-03-27,23054.76,Co-Producer
326,690,682,1990-12-02,2029-02-24,26716.57,Supervisor
327,790,609,2001-02-08,2025-11-19,65847.03,Producer
328,517,364,2014-09-17,2028-01-23,42728.45,Actor
329,227,246,2003-11-25,2023-09-25,71755.19,Main
330,372,351,2002-03-21,2027-07-24,31965.9,Supervisor
331,653,148,1998-08-28,2027-05-30,63992.64,Director
332,34,554,2001-12-12,2027-03-09,60043.11,Director
333,552,260,2012-07-25,2029-02-23,15974.15,Producer
334,437,777,1994-09-28,2026-08-07,30587.35,Main
335,529,534,2020-11-22,2023-06-17,41647.72,Supervisor
336,359,650,2004-03-24,2029-03-21,23442.56,Actor
337,92,489,2001-02-14,2024-05-11,71971.33,Main
338,490,178,1997-11-03,2022-10-26,67155.23,Supervisor
339,612,142,1992-05-30,2023-08-08,58106.29,Director
340,417,308,1993-10-13,2028-10-03,47915.12,Co-Producer
341,29,361,1997-11-23,2028-11-14,66926.99,Supervisor
342,384,743,2013-05-29,2027-05-30,17468.83,Director
343,576,667,2004-09-24,2022-12-12,57316.81,Writer
344,488,119,2017-10-23,2026-10-16,12638.27,Director
345,228,640,2004-05-29,2027-12-22,30421.94,Co-Producer
346,604,704,2014-08-22,2022-08-16,22759.43,Producer
347,219,113,1992-02-27,2027-06-19,31266.58,Actor
348,88,25,2014-02-20,2024-11-13,78704.68,Writer
349,58,734,1997-04-21,2026-06-19,11434.64,Supervisor
350,248,324,2001-05-01,2024-09-27,29948.46,Director
351,535,295,2005-06-10,2022-09-18,20121.62,Supervisor
352,510,167,2010-05-30,2022-06-30,35360.23,Producer
353,232,321,2000-09-17,2025-12-26,53185.98,Writer
354,199,443,2008-01-01,2027-01-25,69935.16,Actor
355,677,129,2013-09-16,2026-10-01,71964.61,Co-Producer
356,102,404,1999-10-12,2025-08-06,60819.19,Director
357,460,207,2004-09-27,2028-03-01,17109.75,Writer
358,152,616,2008-10-01,2024-03-14,78117.74,Actor
359,476,455,2021-08-22,2024-06-01,54403.78,Actor
360,590,694,2020-05-28,2024-01-25,38920.86,Actor
361,439,625,2000-05-21,2028-01-31,58342.55,Actor
362,266,746,2020-06-20,2024-12-11,68088.2,Actor
363,696,336,1994-06-28,2025-06-17,21611.08,Director
364,278,355,2016-10-17,2026-10-28,70857.35,Director
365,306,239,2017-09-30,2028-11-04,18574.03,Main
366,287,100,2011-09-17,2028-04-24,73944.64,Producer
367,747,273,2014-10-27,2024-09-14,13003.67,Writer
368,458,341,1992-12-28,2029-04-04,50699.89,Actor
369,165,331,2000-10-30,2025-06-12,11524.23,Main
370,190,501,2011-10-02,2028-05-19,72919.84,Co-Producer
371,379,535,1995-05-10,2026-12-14,55003.56,Co-Producer
372,23,710,2003-11-18,2025-02-22,40177.54,Producer
373,224,99,2002-12-24,2026-03-30,10616.55,Supervisor
374,474,54,2011-04-03,2026-01-28,34337.28,Producer
375,522,317,2020-02-05,2028-09-01,76587.36,Writer
376,188,23,2009-01-03,2027-04-10,72093.72,Director
377,171,281,2019-09-04,2025-02-26,59060.38,Actor
378,225,405,2001-10-05,2026-02-24,46559.15,Actor
379,641,666,1995-09-21,2029-02-17,76855.37,Writer
380,125,638,2010-11-12,2024-02-21,78658.07,Writer
381,388,733,2006-09-18,2023-10-15,38195.66,Supervisor
382,718,424,2020-06-10,2028-02-28,28580.65,Main
383,357,105,2009-02-16,2029-01-29,38689.82,Actor
384,469,278,2010-11-11,2027-10-20,13976.4,Producer
385,235,624,2020-07-09,2028-12-10,71929.9,Actor
386,545,620,1993-11-09,2027-11-29,23082.34,Main
387,95,523,2010-08-30,2026-02-13,35999.4,Actor
388,412,376,1997-10-10,2022-07-07,38556.69,Co-Producer
389,220,600,2001-01-08,2026-09-30,73654.41,Producer
390,482,773,2019-04-26,2024-06-09,23702.79,Supervisor
391,189,686,2012-06-24,2022-12-25,27721.45,Actor
392,667,725,2009-02-15,2022-05-07,61750.63,Director
393,659,107,2019-07-18,2027-03-30,76367.87,Actor
394,300,311,2010-05-12,2026-06-26,73188.05,Producer
395,80,641,1996-12-28,2028-10-03,71484.97,Co-Producer
396,83,169,2001-02-26,2022-12-31,32390.98,Producer
397,639,214,2020-01-11,2022-05-26,35192.73,Writer
398,772,569,2015-02-15,2025-07-30,41215.0,Main
399,684,34,2006-10-19,2028-03-06,48159.32,Supervisor
400,793,55,1996-03-26,2023-05-13,28692.21,Main
401,596,513,1990-07-11,2029-02-18,51869.74,Producer
402,287,52,2015-10-04,2027-01-26,67798.67,Actor
403,290,23,2017-02-15,2026-09-11,25117.02,Co-Producer
404,90,618,2015-12-19,2027-10-03,40119.51,Writer
405,731,717,2008-07-10,2023-08-05,17559.41,Producer
406,431,636,2000-11-22,2023-05-09,37595.23,Actor
407,56,246,1991-03-18,2027-07-10,72363.17,Producer
408,726,44,2003-08-07,2027-05-25,65544.34,Actor
409,445,64,2020-11-21,2023-05-15,26983.9,Main
410,350,682,1996-04-04,2026-03-14,31149.07,Actor
411,583,598,2020-10-27,2027-08-31,78872.97,Director
412,337,460,2022-02-20,2022-11-01,26547.63,Main
413,575,741,2004-02-26,2028-11-11,18205.4,Main
414,257,431,1992-08-06,2027-04-25,21849.65,Producer
415,496,574,2005-11-11,2028-02-20,29224.12,Actor
416,603,33,2012-06-06,2022-08-13,16335.63,Supervisor
417,75,327,2007-06-16,2024-06-13,56114.1,Co-Producer
418,182,264,1990-04-13,2024-01-26,57769.09,Writer
419,37,534,2019-04-09,2023-02-11,42901.91,Producer
420,749,374,1994-01-06,2023-12-13,44226.45,Co-Producer
421,541,103,2019-09-11,2029-02-05,28494.83,Writer
422,297,798,2002-03-06,2026-06-25,65642.05,Producer
423,295,231,2014-12-12,2027-01-21,13738.13,Main
424,783,371,2003-11-27,2023-09-22,15068.69,Supervisor
425,775,28,2004-02-14,2023-08-30,71092.86,Main
426,18,785,2010-08-30,2025-06-12,67622.48,Actor
427,57,86,2022-04-02,2028-09-21,51490.93,Co-Producer
428,121,792,2000-01-07,2024-01-30,32874.91,Co-Producer
429,186,712,1990-06-26,2027-04-18,38125.14,Writer
430,361,655,1990-12-05,2023-03-12,59913.6,Writer
431,573,500,1997-01-18,2028-11-29,19405.94,Director
432,709,609,1999-08-31,2024-04-09,49881.85,Co-Producer
433,156,87,2009-07-31,2023-04-10,74309.81,Producer
434,629,5,2014-01-03,2024-11-15,49511.27,Supervisor
435,168,653,2014-10-16,2023-03-12,18672.94,Main
436,386,654,2011-08-14,2023-08-15,17235.33,Supervisor
437,601,773,2007-10-26,2023-06-26,11518.65,Actor
438,565,656,2018-10-13,2029-03-30,56857.62,Actor
439,635,371,2002-08-09,2023-02-17,26139.92,Actor
440,420,355,2012-09-26,2027-01-12,74112.3,Main
441,224,730,1996-12-28,2027-07-28,68675.12,Supervisor
442,181,485,2009-08-10,2027-05-06,38507.38,Writer
443,479,460,2012-06-17,2026-07-17,37100.96,Actor
444,163,318,2006-02-14,2028-06-28,75905.33,Main
445,699,794,1995-07-15,2028-05-08,17131.58,Producer
446,329,124,2000-06-29,2024-04-28,18650.84,Co-Producer
447,237,752,1995-11-11,2028-10-10,43481.23,Director
448,657,8,2020-03-08,2025-02-18,41575.12,Producer
449,447,509,1998-08-06,2025-01-21,57590.23,Producer
450,616,139,2003-01-03,2026-12-25,35188.5,Director
451,728,209,2009-12-23,2026-11-23,54404.31,Director
452,313,201,1992-07-10,2023-11-08,59661.63,Main
453,722,507,2001-03-24,2024-05-10,40273.55,Co-Producer
454,612,675,2015-05-09,2027-01-15,33878.57,Director
455,325,581,2010-12-24,2029-04-20,23371.91,Supervisor
456,753,675,2011-11-11,2022-06-21,48848.69,Actor
457,712,652,2016-10-14,2023-07-30,68084.53,Actor
458,381,522,2003-03-09,2025-12-13,66453.68,Director
459,161,191,2017-12-31,2025-07-31,35810.94,Director
460,87,629,2019-07-01,2024-10-01,51798.93,Producer
461,633,279,1997-09-13,2025-01-29,13240.05,Supervisor
462,50,10,1992-07-01,2023-12-13,58177.4,Supervisor
463,299,105,2016-09-25,2023-02-09,66193.27,Director
464,116,335,2003-08-17,2027-03-13,74010.34,Director
465,391,246,2009-07-15,2023-06-24,78095.8,Director
466,40,583,2017-05-22,2025-01-01,34747.29,Co-Producer
467,678,753,1999-12-13,2024-10-30,28257.92,Director
468,73,269,2021-02-08,2027-05-15,39992.69,Actor
469,175,629,2000-04-09,2029-04-09,76876.42,Co-Producer
470,316,754,1991-06-12,2023-02-24,33757.86,Actor
471,760,704,1992-03-05,2025-05-13,35833.28,Main
472,449,452,1990-12-18,2023-07-19,73356.53,Producer
473,772,572,1990-12-10,2022-07-09,67935.7,Producer
474,662,657,2000-03-27,2024-08-02,73880.3,Writer
